paragraph,paragraphNumber,filePath,fileName,matchingKey,PoliceReform,Operations_PatrolsInterventions,StateAdministration,RefugeeAssistance,ElectionAssistance,LegalReform,CivilSocietyAssistance
"50. About one tenth of the population (100,000 persons) remains displaced — 30,000 in Dili and 70,000 in the districts — and lives in poor conditions in camps or with host families. Key ministries, United Nations agencies, non-governmental organizations, and international organizations undertook joint efforts to map the needs, capacities and contingency stocks available in preparation for the rainy season and a possible emergency flood situation. At 7 January 2008, approximately 1,700 tents had been replaced and 4,500 tarpaulins distributed in 31 internally displaced persons camps in Dili. Preparations are ongoing, including elevating tents, securing septic tanks, cleaning public drainage and distributing tarpaulins. Vice Prime Minister José Luís Guterres and my Deputy Special Representative Reske- Nielsen convened a high-level meeting on rainy season preparedness on 14 November, which included representatives of ministries, United Nations partners, UNMIT and other international organizations. Support was also provided by UNMIT and humanitarian partners to the Government to improve the existing contingency plan for country-wide disaster preparedness and emergency response. In addition, UNMIT undertook multimedia campaigns in support of humanitarian efforts, and two mobile teams distributed updated information for 147 message boards in internally displaced persons camps around the country.",50,data/pdfs\UNMIT_S_2008_26.pdf,UNMIT_S_2008_26.pdf,UNMIT_S_2008_26,False,False,False,True,False,False,False
"52. To ensure effective coordination of humanitarian activities, a newly established Humanitarian Coordination Committee, chaired by the United Nations Humanitarian Coordinator, brought together representatives of United Nations partners, non-governmental organizations and international organizations. The Committee and the Integrated Humanitarian Coordination Team (comprising staff of interacted with Government representatives to assist with the formulation of a national recovery plan and to ensure linkages with international assistance projects. On 9 October, a high-level retreat brought together senior Government officials, UNMIT, United Nations agencies, non-governmental organizations and international organizations to address immediate humanitarian needs. The Council of Ministers adopted a national recovery strategy which was launched on 17 December. United Nations partners also continued to provide support for longer-term efforts in a number of critical areas, including for strengthening the legal framework for land and property rights; developing durable solutions to the housing crisis; community reconciliation; compensation packages for the return and reintegration of internally displaced persons; and livelihood programmes to improve opportunities for vulnerable groups. The UNICEF development of materials for child protection focal points and support teams within internally displaced persons camps and communities led to better access to information on child safety and protection issues and enhanced child protection activities. Psychosocial services and conflict- resolution initiatives were also implemented, which contributed to bringing an increased sense of normalcy in the daily lives of children.",52,data/pdfs\UNMIT_S_2008_26.pdf,UNMIT_S_2008_26.pdf,UNMIT_S_2008_26,False,False,False,False,False,False,False
"56. The Security Council mission also highlighted that rebuilding the population’s confidence in the State institutions is among the critical challenges facing the country, along with those relating to internally displaced persons, security sector reform, economic development, restoring stability, strengthening democratic institutions and improving governance and the rule of law (see S/2007/711, paras. 22 and 23). As conveyed by my Special Representative to the Council in September 2007, and as I reiterated during my December visit to Timor-Leste, UNMIT, in partnership with the Timorese, has particularly focused its efforts during the post-electoral period on four priority areas: review and reform of the security sector, strengthening of the rule of law, economic and social development and promoting a culture of democratic governance. However, as these are complex undertakings requiring long-term commitment, and as much remains to be done in these and other areas of the broad mandate given to UNMIT, I propose a mandate extension for a further 12 months at the present composition and strength.",56,data/pdfs\UNMIT_S_2008_26.pdf,UNMIT_S_2008_26.pdf,UNMIT_S_2008_26,True,False,False,False,False,False,False
"57. Given the continuing fragile environment in Timor-Leste and the level of confidence among the Timorese population in their security institutions, one of the most critical institutions warranting sustained assistance is the national police service. Despite considerable progress in the screening and mentoring process, the national police force requires further training, institutional development and strengthened capacities to be in a position to assume full responsibility for dealing with potentially volatile security situations. UNMIT police officers, particularly those in formed police units, have continued to be required to respond to group fighting and public disturbances, and have in large part contributed to the relatively stable security situation and the drop in serious criminal offences, with the support of the international security forces. The daily occurrence of public disturbances, however, further highlights the need for a continued UNMIT police presence to perform interim law enforcement until the national police force is fully reconstituted.",57,data/pdfs\UNMIT_S_2008_26.pdf,UNMIT_S_2008_26.pdf,UNMIT_S_2008_26,False,True,False,False,False,False,False
"58. Upon completion of the 2007 elections, UNMIT police devoted increasing attention to the reform and rebuilding of the national police, including discussions with the Government on the eventual handover of policing responsibility. The progress in the phased handover of policing responsibility will be one of the key elements in determining what future adjustments will be assessment of the requirements of the national police as well as possible adjustments needed to UNMIT police skill sets, I intend to send an expert mission to UNMIT in the first quarter of 2008, as suggested by my Special Representative. To facilitate the handover process through adequate mentoring of the national police, I am encouraging contributing countries to offer officers with the required training expertise.",58,data/pdfs\UNMIT_S_2008_26.pdf,UNMIT_S_2008_26.pdf,UNMIT_S_2008_26,True,False,False,False,False,False,False
"59. In conjunction with continued assistance to strengthen the national police, there is a vital need, as elaborated above, for sustained support to further build capacities in the justice sector, including for follow-up to the recommendations of the Commission of Inquiry. UNMIT has played an important coordination and facilitation role vis-à-vis the Government, UNDP and other key partners to strengthen judicial institutions and address gender and juvenile justice issues. The capacities of the national judicial and corrections institutions, however, are still insufficient to meet the country’s needs, with the substantial case backlog as just one example. Continued support from UNMIT, together with that of UNDP and other partners, is necessary to consolidate and build on the gains made thus far to ensure sustainable development of the sector.",59,data/pdfs\UNMIT_S_2008_26.pdf,UNMIT_S_2008_26.pdf,UNMIT_S_2008_26,False,False,False,False,False,False,False
"8. In response to the events of 11 February, the dialogue and coordination mechanisms already established by the Government and UNMIT again proved effective. On the morning of 11 February, the Government, UNMIT and the international security forces met in an emergency Trilateral Coordination Forum meeting (see S/2007/50, para. 40; S/2007/513, para. 27; and S/2008/26, para. 10) convened by the Prime Minister to coordinate security measures. Upon his return to Dili from New York, the very next day, my Special Representative also conducted intensive good offices efforts with a wide variety of actors including the Prime Minister, the Acting President, Fernando “Lasama” de Araújo, the diplomatic community, and political parties. Those efforts were important to ensure information-sharing, to reinforce unity among political actors, and to coordinate security and political matters. They also served the broader purpose of encouraging good democratic governance practices, including decision-making based on institutionally developed policies and planning. My Special Representative also urged participatory policy formulation processes in which the views of the opposition and civil society could be reflected.",8,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,True
"9. During the reporting period, three meetings of the High-level Coordination Committee (including one expanded meeting with members of the Superior Council for Defence and Security, the Council of State, and the President and Secretary- General of the Frente Revolucionária do Timor-Leste Independente (Fretilin)) and nine meetings of the Trilateral Coordination Forum were held. In addition, my Special Representative continued to call monthly meetings (five during the reporting period) with representatives of all political parties, including those without parliamentary representation. At the meeting held on 14 February, the parties unanimously condemned the attacks against the President and the Prime Minister. My Special Representative also continued his weekly meetings with the President (or, in his absence, the Acting President) and the Prime Minister, and his regular meetings with the President of Parliament. My Deputy Special Representative continued his weekly meetings with the Deputy Prime Minister, an important opportunity to coordinate efforts in support of national recovery strategies.",9,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"10. On 23 April, in his first major public address after his return to Timor-Leste, the President emphasized the importance of dialogue and utilizing the experiences and skills of all Timorese leaders to address issues of national concern. He specifically called on the Government to work together with Fretilin as “the party with the most votes”. Expanded meetings of the High-level Coordination Committee (see para. 9 above), now including the Fretilin leadership, are a constructive step towards gaining a broad national consensus on major issues facing the country. My Special Representative has continued to facilitate and support such inclusive approaches, and maintains weekly meetings with the Secretary-General of Fretilin. The President has demonstrated his commitment to dialogue at all levels, participating in three community dialogues in Dili in support of the reintegration of internally displaced persons. and active opposition within the Parliament, whose legitimacy it acknowledges. It does, however, continue to label the Government, formed by the Aliança com Maioria Parlamentar (AMP) led by the Prime Minister, as an unconstitutional “de facto government” (see S/2007/513, para. 4). The overtures made by Fretilin to the Associação Social-Democrata Timorense (ASDT), a member of the AMP coalition, to form an alliance, did not succeed in the end in weakening the coalition, but contributed to plunging ASDT into a public leadership battle. While the AMP coalition appears to be stable at least over the short- or medium-term, this experience illustrates the fragilities sometimes inherent in a coalition government, which are even more pronounced in a young, multi-party democracy such as Timor- Leste. B. Enhancing democratic governance",10,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"12. In addition to the good offices efforts of my Special Representative, UNMIT and the United Nations country team continued to support undertakings to enhance a culture of democratic governance through increasing citizen participation, improving accountability mechanisms, strengthening parliamentary oversight functions, and supporting the media, among other activities. The United Nations Development Programme (UNDP) continued to provide assistance, including in- house training and other activities to strengthen institutional capacity, to political parties, through four district Resource Centres, and to the two electoral management bodies. On 11 April, UNMIT and the United Nations country team, together with the Government, organized a national workshop on democratic governance with the participation of the entire leadership of Timor-Leste, which played an important role in setting the agenda for the democratization process. Gender mainstreaming of Government policies was strengthened with the approval by the Council of Ministers on 19 March of the legislative decree on the structure of the Secretariat of State for the Promotion of Equality and a resolution establishing gender focal points across the ministries. In addition, the Council of Ministers approved and submitted the initial report of Timor-Leste on the implementation of the Convention on the Elimination of All Forms of Discrimination against Women, assisted and facilitated by the United Nations Development Fund for Women (UNIFEM).",12,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"13. Even before the announcement by the Prime Minister on 8 May of the “Year of Administrative Reform”, UNMIT and UNDP had been providing policy advice to the Government as it set out frameworks to establish a civil service commission, reformulate the office of the Inspector General to perform audit functions, and establish an anti-corruption agency. UNDP efforts have continued in support of capacity-building related to procedural and legislative processes within the Parliament. UNDP, UNIFEM, UNMIT and the Secretary of State for the Promotion of Equality supported the parliamentary women’s caucus in the development of a five-year (2008-2012) plan to mainstream gender in the work of the national Parliament. In recognition of the fact that the vast majority of the people of Timor- Leste receive news through the radio, UNMIT is supporting the national broadcaster in the installation of a transmitter, which is expected to increase radio coverage in the country from the current 60 per cent to more than 80 per cent of the territory. UNMIT also continued community outreach programmes; training of journalists, producers, and technicians; and the production and co-production of radio capacity development.",13,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"15. In order to ensure that the mandated responsibilities of UNMIT police under Security Council resolution 1704 (2006) and the “Policing Arrangement” (see S/2007/50, para. 33) were not adversely affected by the modalities of the Joint Command (see para. 5 above), my Special Representative confirmed in an exchange of letters with the Prime Minister on 21 February that those national police officers participating in Joint Command operations would not be under the direct supervision and responsibility of the UNMIT Police Commissioner. In practice, however, UNMIT police were not informed when and for how long individual officers would be participating in Joint Command operations, creating difficulties for the certification process and operational planning. Nevertheless, the redoubled efforts of UNMIT police and those national police officers who remained under UNMIT command after 11 February contributed significantly to maintaining a secure environment. International security forces also played a critical role in this regard, including through support to the police.",15,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,True,False,False,False,False,False,False
"17. Generally, cooperation between UNMIT police and the Joint Command on operational matters was satisfactory, but there were some worrisome incidents relating to the transport and treatment of suspects and prisoners. On 27 February, a suspect from the enclave district of Oecussi was brought to Dili under UNMIT police escort. At the helipad in Dili, about a dozen F-FDTL members armed with long-barrelled weapons forced UNMIT police to hand over the suspect. On 28 February, F-FDTL elements arrested a man for allegedly throwing a stone at their vehicle and brought the suspect to the Dili Police Watch House where, shortly afterwards, members of the Joint Command arrived and beat up the suspect, levelling firearms at an UNMIT police officer when he tried to prevent the assault.",17,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"19. After 11 February, the overall security situation quickly returned to normal. Most of the incidents reported were assaults and disorderly behaviour, and were promptly attended to by the police. During the reporting period, an average of 34 incidents was reported per week, far lower than the average of 54 during the last reporting period. The incidence of serious crimes such as murder, abduction and rape also decreased, from about five per month during the previous reporting period to about four in the current period. This positive trend is due in large part to the UNMIT and national police approach of targeted patrolling of problem areas, special attention being given to areas identified as particularly volatile, as well as to the restrictions on movements imposed by the curfews. The presence and activities of UNMIT military liaison officers in the border districts provided a stabilizing effect and contributed to maintaining good relations between the border agencies of Timor-Leste and Indonesia. Military liaison officers also played an efficient information-gathering role on issues affecting security throughout all the other districts. national police",19,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,True,False,False,False,False,False
"21. As indicated in my previous report (S/2008/26, para. 58), in mid-March an expert mission led by the United Nations Police Adviser visited the country and issued a report that made comprehensive recommendations (see S/2008/329) on policing and broader rule of law and security sector reform issues. Subsequently, at of the Department of Peacekeeping Operations, with support from the International Center for Transitional Justice, were deployed to UNMIT for eight weeks starting on 23 May to assist with the implementation of the expert mission’s recommendations. With this support, strategies were developed in close consultation with the Secretary of State for Security and the national police to establish a timetable for the national police’s resumption of policing responsibilities. This would be based on the three phases of reconstitution described in the Policing Arrangement, recognizing that the initial phase has been completed. During the second, consolidation phase, initial planning envisages that there will be a gradual resumption of policing responsibilities by the national police in specified districts and units starting in August 2008, to be completed in the first half of 2009. The calendar for the resumption of responsibility was developed by UNMIT in close consultation with the leadership of the national police and the Timorese Government. It will be adjusted by carefully assessing the state of readiness of the national police using five criteria: (a) the security environment; (b) staffing levels of certified officers; (c) the availability of initial operational logistical requirements; (d) institutional stability; and (e) mutual respect between F-FDTL and the national police.",21,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,True,False,False,False,False,False,False
"22. Challenges to the mentoring process continued during this reporting period (see S/2008/26, para. 22). Some national police officers continued to resist supervision by UNMIT police; the participation of large numbers of national police officers in the Joint Command removed from UNMIT police supervision exacerbated this trend. The resumption of responsibility by the national police will be facilitated through a revised and streamlined mentoring programme, with mandatory training focusing on core competencies, developed and implemented jointly by UNMIT police and national police officers. This should allow final certification of 80 per cent of the national police by 1 October 2008. Before full reconstitution is completed, all officers with major disciplinary and/or criminal issues should be removed from the force and only certified officers should serve.",22,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,True,False,False,False,False,False,False
"23. The resumption of responsibilities does not mean that the national police has successfully completed its development, nor that it is prepared to take on those responsibilities without continuing international assistance. Rather, it is another, more intensive phase of its professional development, where officers will learn by doing, while the United Nations is still available in strength to provide them with support and backup. It will lay the groundwork for the long-term process of developing an impartial and professional police service. It is, therefore, not proposed that the UNMIT police draw down their presence during the resumption of responsibilities by the national police. Rather, the UNMIT police will continue to play a crucial role of monitoring and reporting from all districts, while also being available to provide advice, as well as offer operational support and, in extremis, assume interim law enforcement responsibilities, if required and requested. The continued presence of the four formed police units will provide necessary support to UNMIT and the national police in the maintenance of stability.",23,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,True,False,False,False,False,False,False
"27. The attacks of 11 February and the subsequent declaration of a state of siege presented challenges to the respect for human rights. On the positive side, the Government adhered to constitutional provisions when declaring the state of siege. Restrictions defined in relevant legislation on the right to movement, and on freedom to demonstrate and assemble, and provisions for members of the military to conduct home searches at night with judicial warrants did not violate Timor-Leste’s international obligations. Serious concerns arose, however, concerning an increase in allegations of ill-treatment, excessive use of force and intimidation, in particular during arrest, by members of the Joint Command. UNMIT also received reports of death threats, illegal arrests, illegal home searches and abuse of authority. UNMIT regularly provided information on cases of alleged human rights violations or abuse of power to the appropriate Timorese authorities up to the highest levels. Accountability mechanisms were extremely weak, however; even when identified, perpetrators often faced only a verbal reprimand, including in cases of serious beatings.",27,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"29. Initiatives to strengthen the capacity of the Office of the Provedor for Human Rights and Justice continued through a joint project of UNDP and the Office of the United Nations High Commissioner for Human Rights (OHCHR). From January to June, activities included daily mentoring of the investigation, monitoring and education and promotion departments; specific human rights training; a workshop on complaints management; briefings on relevant human rights issues, including on persons with disabilities; the establishment of national inquiries and human rights education; and advice to the Provedor in relation to the state of siege. UNIFEM provided training to the Provedor on the Convention on the Elimination of All Forms of Discrimination against Women, with specific focus on gender-based violence. During the state of siege, the Provedor conducted joint monitoring visits to areas of Joint Command operations, with representatives of UNMIT and the local non-governmental organization, the HAK Foundation, to document violations, resulting in the tabling of three reports to Parliament by the Provedor. By 1 July, the Office of the Provedor had opened investigations into 44 cases.",29,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"31. On 12 February 2008 an agreement was signed giving UNMIT access to the archives of the former Serious Crimes Unit, which had been handed over to the Prosecutor-General’s Office in 2005. UNMIT prepared detailed inventories and analysis of sources available in the Office of the Prosecutor-General, comprising 458 case files of ongoing investigations into cases of serious human rights DNA samples. Since then UNMIT has completed investigations into 20 cases.",31,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"32. UNMIT continues to strongly promote and enforce its zero-tolerance policy on sexual exploitation and abuse and the need to maintain the highest standards of integrity and discipline. UNMIT continued to provide training to all categories of United Nations personnel, including national officers, in the prevention of sexual exploitation and abuse and in other conduct and discipline issues, while awareness programmes were made available in Dili and all regional offices. Monitoring and review of off-limit locations continued on a monthly basis. During the reporting period, one case of alleged sexual exploitation was reported, and it is currently being investigated by the Office of Internal Oversight Services. In addition to the HIV/AIDS session included in the Mission’s induction course, UNMIT also began mandatory HIV/AIDS basic training in March. A total of 1,129 civilian staff (267 women) received the HIV/AIDS induction training, 395 civilian staff (126 women) received mandatory basic training, and 24 civilian staff (13 women) received peer educator training. B. Support for capacity-building and strengthening of the justice system",32,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"33. The Government continues to focus on key pieces of legislation, two of particular importance being the criminal code and the law against domestic violence. The draft of the law against domestic violence is being finalized by a team of national and international legal experts and will be presented to Parliament upon approval of the criminal code. UNMIT, together with the United Nations Children’s Fund (UNICEF), assisted the national authorities in the adoption and implementation of a juvenile justice strategy. UNICEF also supported the Government’s efforts to monitor and report on the status of implementation of the Convention on the Rights of the Child to the Committee on the Rights of the Child.",33,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"34. Capacity development of judiciary personnel continues. On 14 March, 10 national court actors (including three women) were sworn in as probationary judges, prosecutors and public defenders. The probationary actors are receiving on-the-job training and mentoring from international and national mentors for a one-year period, after which they will be evaluated and sworn in. These jurists are students from the second training course at the Legal Training Centre who completed their classroom training in December 2007 (see S/2008/26, para. 37). The third postgraduate course at the Legal Training Centre started in July. UNMIT reviewed existing training curricula and materials for judges, public defenders, prosecutors and police officers and continues its efforts to advocate for inclusion of additional sessions on child rights and juvenile justice at the Legal Training Centre and police training institutions. In spite of an increase in human resources, the backlog of cases continued to grow; it is currently estimated at 4,700 criminal cases, of which approximately one third involve gender-based crimes. The United Nations Justice Working Group submitted recommendations to the Prosecutor-General on improving the effectiveness of the working relationship between the police and the Prosecutor’s Office, which is vital to initiating and prosecuting cases in the formal legal system properly. area of corrections. A new training centre at Becora Prison, made possible with assistance from the Governments of Australia and Portugal and supported by UNDP, opened on 6 June. A newly established team of seven national officers (two of them women) is conducting training for prison staff to strengthen professional skills. and humanitarian assistance A. Support for the “compact” process",34,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,True,False,False,False,False,False,False
"37. The national priorities for 2008 are (a) public safety and security; (b) social protection and solidarity; (c) addressing the needs of youth; (d) employment and income-generation; (e) improving social service delivery; and (f) clean and effective government. The Prime Minister assigned responsibility for monitoring progress on the national priorities for 2008 to the Inter-Ministerial Committee on Economic Development. The Government is monitoring the progress in meeting the objectives set out in the national priorities for 2008 through a system of working groups jointly agreed upon by the Government and the international community. UNMIT and the World Bank are providing expertise for the functioning of the national priorities secretariat, and the World Bank has sponsored an independent peer review team to provide external review of the process. B. Socio-economic development",37,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,True,False,False,False,False
"38. Despite the best efforts of the Government and its partners, Timor-Leste has not experienced significant progress in poverty alleviation or in the achievement of the Millennium Development Goals since the restoration of its independence in 2002. Per capita income in the non-oil economy is about 20 per cent lower than it was in 2002, implying that poverty is increasing. Public investments need to increase in the non-oil-and-gas sectors if the economy is to experience real growth over the next several years. Some of this investment could well come from the Petroleum Fund. Taking the low level of budget execution into consideration and without changing the fundamental operation or sustainability of the Fund, ways of “front-loading” expenditures from the Petroleum Fund to help promote sustainable economic growth and alleviate poverty need to be considered. UNMIT and its United Nations partners have been advocating a prudent, sustainable approach to the management of Timor-Leste’s petroleum wealth, within the framework of a Government-led poverty reduction programme. Parliament a supplementary allocation which would increase the total 2008 budget from $347.8 million to $773.3 million. This includes $240 million for an economic stabilization fund to mitigate potential domestic problems resulting from global price increases. Meanwhile, Timor-Leste’s oil revenues have been increasing as a result of the continuing increase in the price of oil, leading the Government to review the estimated sustainable income of the Petroleum Fund, bearing in mind current capacity constraints that affect budget execution. It may therefore be necessary for the Government to consider outsourcing in key areas where capacities are lacking. In addition, the Government would need to vigorously promote public works and infrastructure development in order to generate more job opportunities as its capital expenditure has been very low.",38,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"40. The United Nations country team completed the United Nations Development Assistance Framework in March, in an integrated manner between the United Nations agencies and UNMIT, so as to promote the “Delivering as One” agenda in Timor-Leste. Covering the period 2009-2013, the framework aims to support the consolidation of peace and stability through (a) democratization and social cohesion, including State-building, security and justice; (b) poverty reduction and sustainable livelihoods, with particular attention to vulnerable groups, including youth, women, internally displaced persons and disaster-prone communities; and (c) basic social services, encompassing education, health, nutrition, water and sanitation, and social welfare and protection. The country programmes of the United Nations agencies will be based on the priorities of the framework.",40,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,True,True,False,False,False
"46. A number of obstacles faced by internally displaced persons continue to be of major concern, however, including unresolved issues with the communities to which they return, such as land and property disputes. The humanitarian community is encouraging the Government to maintain a comprehensive approach to the return, resettlement and reinsertion of internally displaced persons, consistent with the five pillars of the Government’s National Recovery Strategy (housing, community trust-building, security and stability, social protection, and local socio-economic development). Under this approach, the return, resettlement and reinsertion options would be offered in a systematic, sustainable, timely and verifiable manner. UNDP is supporting a nationally led dialogue process which aims to foster communication, socialization, and trust-building between the Government, displaced families and communities. In providing a framework for the protection of persons returning or and follow up on cases of concern. The International Organization for Migration, the Office for the Coordination of Humanitarian Affairs, UNICEF and UNIFEM supported a local civil society organization, Redefeto, in establishing women’s committees in camps of internally displaced persons to protect and promote women’s human rights and monitor sexual and gender-based violence. In March, the international community launched a Transitional Strategy and Appeal for US$ 33.5 million to assist with the return and resettlement of the displaced. To date, only 30 per cent (or some $10.5 million) of the amount requested in the appeal has been received.",46,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,True,False,False,False
"50. The events of 11 February were the first real test of the resiliency of State institutions since the events of 2006. The leaders and people of Timor-Leste did not allow those events to jeopardize the country’s overall stability. The security President Ramos-Horta having brought all the leaders together at an expanded meeting of the High-level Coordination Committee, a mechanism for fostering political dialogue and national reconciliation. At the same time, my Special Representative’s continuing good offices efforts promoted a more conciliatory atmosphere among the political leaders and aimed at instilling among political actors the appreciation of the value of a strong opposition and an effective Parliament. The petitioners’ issue was addressed for the time being; internally displaced persons are slowly returning to their communities; and the national priorities for 2008, which constitute the international compact, were launched.",50,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,False,False,False,False,False,False,False
"53. Progress was made in the reconstitution of the national police, and the moment has come to provide it with an opportunity to strengthen its capabilities through a gradual resumption of policing responsibilities between now and the end of the present UNMIT mandate, while the UNMIT police component is still at its current strength, so that the national police can benefit from the support and advice of UNMIT police on the ground. At the end of the current mandate, an assessment of what has been achieved during the consolidation phase can inform the judgement about the size and nature of the UNMIT police presence under any future mandate. However, I do envisage that any possible drawdown must contemplate the need for a continuing robust UNMIT police presence across the country, including formed police units, which would assume a monitoring and reporting role, provide advice interim law enforcement responsibilities if required and requested. The national police will need long-term training and support for many years, requiring the continuing commitment of the international community, including bilateral partners.",53,data/pdfs\UNMIT_S_2008_501.pdf,UNMIT_S_2008_501.pdf,UNMIT_S_2008_501,True,False,False,False,False,False,False
"6. On 8 July, President Ramos-Horta promulgated the Law on Community Authorities and their Election (referring to village chiefs and councils) after receiving the opinion of the Court of Appeal, the highest court in the absence of a Supreme Court, that the law was constitutional. Subsequently, the National Electoral Commission set 9 October 2009 as the election date. UNMIT is providing support for the organization of the elections (see para. 13 below), which will be technically more challenging than the national elections of 2007, given that each of the 442 villages will have a unique ballot.",6,data/pdfs\UNMIT_S_2009_504.pdf,UNMIT_S_2009_504.pdf,UNMIT_S_2009_504,False,False,False,False,True,False,False
"8. The celebratory activities on and around 30 August further demonstrated the international community’s continued support for Timor-Leste and its efforts to overcome the 2006 crisis and 2008 attacks. That support was also evident at such events as the second international women’s conference for peace, on the theme which brought together about 350 participants from 28 countries to discuss issues relating to women’s experiences in peacebuilding. The Prime Minister gave the opening speech at the conference, which was organized by civil society with support from the Government of Norway, the United Nations Development Fund for Women (UNIFEM) and UNMIT.",8,data/pdfs\UNMIT_S_2009_504.pdf,UNMIT_S_2009_504.pdf,UNMIT_S_2009_504,False,False,False,False,False,False,True
"9. My Special Representative encouraged consultative and democratic decision- making processes involving a broad range of stakeholders. He continued his weekly meetings with the President; the Prime Minister; the President of Parliament, Fernando “Lasama” de Araújo; and the Secretary-General of the Frente Revolucionária do Timor-Leste Independente (Fretilin), Mari Alkatiri. During the period under review, two meetings of the High-level Coordination Committee and seven meetings of the Trilateral Coordination Forum were held (see S/2008/501, para. 9), as well as seven meetings with representatives of all political parties (including those without parliamentary representation). Two of the latter meetings were with women party representatives, an initiative that began during the present reporting period and will continue on a trimestral basis. My Deputy Special Representative for Governance Support, Development and Humanitarian Coordination initiated monthly meetings in April with the recently appointed Deputy Prime Minister for the Coordination of Affairs Related to the Administration of the State, Mário Carrascalão, to discuss accountability and transparency initiatives, and continued weekly meetings with the Deputy Prime Minister, José Luís Guterres, to discuss governance and humanitarian issues, while my Deputy Special Representative for Security Sector Support and Rule of Law continued regular meetings with the Secretaries of State for Security and for Defence to discuss such issues as the resumption of primary policing responsibilities by the national police and F-FDTL development.",9,data/pdfs\UNMIT_S_2009_504.pdf,UNMIT_S_2009_504.pdf,UNMIT_S_2009_504,True,False,True,False,False,False,False
"12. The implementation of the administrative reforms announced by Prime Minister Gusmão in May 2008 (see S/2008/501, para. 13) continued, including progress in the development of relevant legislative frameworks. Mário Carrascalão was sworn in on 22 January in the new position of Deputy Prime Minister for the Coordination of Affairs Related to the Administration of the State, with responsibility for monitoring administrative reform initiatives. On 29 April, the Council of Ministers approved a decree-law allowing the Office of the Inspector General to perform internal audit functions. On 22 May and 29 June, Parliament approved laws establishing anti-corruption and civil service commissions, respectively. The Government appointed three of the five civil service commissioners on 12 August; Parliament will select the other two. UNMIT provided technical advice to the Government during the drafting and consultation processes for those laws. The United Nations Capital Development Fund and UNDP continued to advise the Government on decentralization policy. Parliament approved the Law on Territorial and Administrative Division on 10 June and also considered draft laws on local government and municipal elections, which involved intensive public consultations throughout the country. In collaboration with Redefeto, an umbrella civil society organization of women’s groups, and the East Timor non-governmental organizations Forum, UNIFEM supported consultations between the Timor-Leste Women Parliamentarians’ Caucus and women’s organizations and leaders to review the draft laws on decentralization and local government and for the election of community leaders.",12,data/pdfs\UNMIT_S_2009_504.pdf,UNMIT_S_2009_504.pdf,UNMIT_S_2009_504,False,False,False,False,False,True,False
